"senator_name","start_date","end_date","description","amount","salary_flag","State","St.Abrv","Party"
"JERRY MORAN",2020-05-01,2020-05-04,"PER DIEM",441.1,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-01,2020-05-04,"STAFF TRANSPORTATION",741.12,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-07,2020-05-10,"PER DIEM",108.7,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-07,2020-05-10,"STAFF TRANSPORTATION",514.07,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-07,2020-05-11,"PER DIEM",379.07,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-07,2020-05-11,"SENATOR'S TRANSPORTATION + WASHINGTON DC TO KANSAS CITY MO, SHAWNEE, DE SOTO, MANHATTAN, WICHITA, ANDOVER, + AUGUSTA, MANHATTAN, KANSAS CITY MO AND RETURN",335.5,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-02,2020-05-02,"PER DIEM",8.04,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-02,2020-05-02,"STAFF TRANSPORTATION",64,1,"Kansas","KS","R"
"JERRY MORAN",2020-04-21,2020-05-12,"STAFF TRANSPORTATION",78,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-07,2020-05-07,"STAFF TRANSPORTATION",84.4,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-14,2020-05-14,"STAFF TRANSPORTATION",58.6,1,"Kansas","KS","R"
"JERRY MORAN",2020-04-16,2020-04-16,"STAFF TRANSPORTATION",58.6,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-14,2020-05-14,"PER DIEM",16.47,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-14,2020-05-14,"STAFF TRANSPORTATION",47.72,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-14,2020-05-15,"PER DIEM",5.1,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-14,2020-05-15,"STAFF TRANSPORTATION",166,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-14,2020-05-14,"STAFF TRANSPORTATION",37.75,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-04,2020-05-10,"PER DIEM",67.54,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-04,2020-05-10,"STAFF TRANSPORTATION",507.81,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-14,2020-05-14,"PER DIEM",8.73,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-14,2020-05-14,"STAFF TRANSPORTATION",90,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-14,2020-05-17,"STAFF TRANSPORTATION",956.56,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-14,2020-05-14,"STAFF TRANSPORTATION",46,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-14,2020-05-18,"PER DIEM",43.44,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-14,2020-05-18,"STAFF TRANSPORTATION",657.13,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-19,2020-05-19,"STAFF TRANSPORTATION",19.45,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-03,2020-05-21,"STAFF TRANSPORTATION",7.5,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-01,2020-05-21,"STAFF TRANSPORTATION",55.5,1,"Kansas","KS","R"
"JERRY MORAN",2020-04-27,2020-05-11,"SENATOR'S TRANSPORTATION + AIRFARE FOR SEN MORAN AS FOLLOWS: 4/27, 5/4, 11 KANSAS CITY MO TO WASHINGTON DC; 4/30, + 5/7 WASHINGTON DC TO KANSAS CITY MO",1096.4,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-22,2020-05-25,"INCIDENTALS",20.86,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-22,2020-05-25,"PER DIEM",155.99,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-22,2020-05-25,"STAFF TRANSPORTATION",763.1,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-21,2020-05-24,"STAFF TRANSPORTATION",652.34,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-04,2020-05-27,"STAFF TRANSPORTATION",546.5,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-28,2020-05-28,"STAFF TRANSPORTATION",21.42,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-23,2020-05-31,"PER DIEM",172.69,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-23,2020-05-31,"SENATOR'S TRANSPORTATION + WASHINGTON DC TO KANSAS CITY MO, MANHATTAN, SHAWNEE, SPRING HILL, MANHATTAN, + TOPEKA, MANHATTAN, TOPEKA, MANHATTAN, HAYS, MANHATTAN, WICHITA, MANHATTAN, + OVERLAND PARK, KANSAS CITY MO AND RETURN",644,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-25,2020-05-28,"PER DIEM",4.47,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-25,2020-05-28,"STAFF TRANSPORTATION",373.63,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-27,2020-05-27,"PER DIEM",5.63,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-27,2020-05-27,"STAFF TRANSPORTATION",60,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-28,2020-05-28,"PER DIEM",21.84,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-28,2020-05-28,"STAFF TRANSPORTATION",165,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-27,2020-05-30,"PER DIEM",306.33,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-27,2020-05-30,"STAFF TRANSPORTATION",464.46,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-26,2020-05-28,"INCIDENTALS",49.03,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-26,2020-05-28,"PER DIEM",290.78,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-26,2020-05-28,"STAFF TRANSPORTATION",297.92,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-20,2020-05-22,"PER DIEM",117.01,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-20,2020-05-22,"STAFF TRANSPORTATION",215.61,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-29,2020-05-29,"STAFF TRANSPORTATION",131,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-04,2020-06-09,"PER DIEM",585.13,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-04,2020-06-09,"SENATOR'S TRANSPORTATION + WASHINGTON DC TO KANSAS CITY MO, SALINA, WICHITA, SYLVIA, STAFFORD, ELLINWOOD, + HAYS, HOISINGTON, HAYS, MANHATTAN, SHAWNEE, OTTAWA, OSAWATOMIE, PAOLA, KANSAS + CITY MO, SHAWNEE, KANSAS CITY MO AND RETURN",543,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-08,2020-06-08,"STAFF TRANSPORTATION",23,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-28,2020-06-12,"STAFF TRANSPORTATION",501.8,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-11,2020-06-12,"PER DIEM",14.56,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-11,2020-06-12,"SENATOR'S TRANSPORTATION + WASHINGTON DC TO KANSAS CITY MO, MANHATTAN, READING, KANSAS CITY MO AND RETURN",172.5,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-09,2020-06-09,"PER DIEM",15,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-09,2020-06-09,"STAFF TRANSPORTATION",70,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-10,2020-06-10,"PER DIEM",15,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-10,2020-06-10,"STAFF TRANSPORTATION",125,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-11,2020-06-12,"PER DIEM",50.51,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-11,2020-06-12,"STAFF TRANSPORTATION",171.25,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-27,2020-05-27,"STAFF TRANSPORTATION",119,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-17,2020-06-17,"PER DIEM",34.25,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-17,2020-06-17,"STAFF TRANSPORTATION",118,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-10,2020-06-12,"PER DIEM",109.65,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-10,2020-06-12,"STAFF TRANSPORTATION",240.8,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-17,2020-06-17,"STAFF TRANSPORTATION",119,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-19,2020-06-19,"STAFF TRANSPORTATION",67,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-18,2020-06-22,"PER DIEM",263.42,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-18,2020-06-22,"SENATOR'S TRANSPORTATION + WASHINGTON DC TO KANSAS CITY MO, MANHATTAN, INDEPENDENCE, COFFEYVILLE, CHANUTE, + IOLA, MANHATTAN, KANSAS CITY MO, CHICAGO IL AND RETURN",368.5,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-10,2020-06-22,"STAFF TRANSPORTATION",35,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-12,2020-06-16,"PER DIEM",38.19,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-12,2020-06-16,"STAFF TRANSPORTATION",204.55,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-20,2020-06-20,"PER DIEM",20,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-20,2020-06-20,"STAFF TRANSPORTATION",3,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-20,2020-06-28,"INCIDENTALS",127.78,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-20,2020-06-28,"PER DIEM",570.55,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-20,2020-06-28,"STAFF TRANSPORTATION",738.29,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-26,2020-06-26,"STAFF TRANSPORTATION",44.46,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-25,2020-06-25,"PER DIEM",10.12,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-25,2020-06-25,"STAFF TRANSPORTATION",190,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-06,2020-06-06,"STAFF TRANSPORTATION",54,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-30,2020-06-30,"STAFF TRANSPORTATION",65.01,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-20,2020-06-22,"STAFF TRANSPORTATION",52,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-09,2020-06-09,"STAFF TRANSPORTATION",56.9,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-25,2020-06-25,"STAFF TRANSPORTATION",122.9,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-30,2020-07-01,"PER DIEM",164.95,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-30,2020-07-01,"STAFF TRANSPORTATION",154.14,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-23,2020-06-18,"SENATOR'S TRANSPORTATION + AIRFARE FOR THE SENATOR AS FOLLOWS: 5/23, 6/4, 11, 18 WASHINGTON DC TO KANSAS CITY + MO; 5/31, 6/1, 9, 12 KANSAS CITY MO TO WASHINGTON DC",2566.6,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-16,2020-07-01,"STAFF TRANSPORTATION",626.1,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-26,2020-05-29,"PER DIEM",427.69,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-26,2020-05-29,"STAFF TRANSPORTATION",467.76,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-09,2020-06-29,"STAFF TRANSPORTATION",43,1,"Kansas","KS","R"
"JERRY MORAN",2020-07-06,2020-07-06,"STAFF TRANSPORTATION",43,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-25,2020-07-07,"PER DIEM",198.68,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-25,2020-07-07,"SENATOR'S TRANSPORTATION + WASHINGTON DC TO KANSAS CITY MO, MANHATTAN, ATCHISON, PITTSBURG, WICHITA, + MANHATTAN, LENEXA, MANHATTAN, WAMEGO, MANHATTAN, FRANKFORT, MANHATTAN, + WICHITA, EL DORADO, ELMDALE, SHAWNEE, LENEXA, KANSAS CITY MO AND RETURN",743,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-30,2020-07-05,"STAFF TRANSPORTATION",133.1,1,"Kansas","KS","R"
"JERRY MORAN",2020-07-01,2020-07-05,"PER DIEM",52.14,1,"Kansas","KS","R"
"JERRY MORAN",2020-07-01,2020-07-05,"STAFF TRANSPORTATION",316.2,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-01,2020-06-01,"STAFF TRANSPORTATION",62.75,1,"Kansas","KS","R"
"JERRY MORAN",2020-03-11,2020-03-11,"STAFF TRANSPORTATION",78.4,1,"Kansas","KS","R"
"JERRY MORAN",2020-02-05,2020-02-05,"STAFF TRANSPORTATION",70.35,1,"Kansas","KS","R"
"JERRY MORAN",2020-12-31,2020-03-24,"STAFF TRANSPORTATION",463.3,1,"Kansas","KS","R"
"JERRY MORAN",2020-04-06,2020-06-18,"STAFF TRANSPORTATION",637.4,1,"Kansas","KS","R"
"JERRY MORAN",2020-03-01,2020-06-30,"STAFF TRANSPORTATION",90,1,"Kansas","KS","R"
"JERRY MORAN",2020-07-09,2020-07-13,"PER DIEM",150.27,1,"Kansas","KS","R"
"JERRY MORAN",2020-07-02,2020-07-02,"STAFF TRANSPORTATION",52,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-01,2020-07-31,"STAFF TRANSPORTATION",80,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-01,2020-06-30,"STAFF TRANSPORTATION",107.5,1,"Kansas","KS","R"
"JERRY MORAN",2020-07-11,2020-07-11,"STAFF TRANSPORTATION",58,1,"Kansas","KS","R"
"JERRY MORAN",2020-07-15,2020-07-15,"PER DIEM",11.08,1,"Kansas","KS","R"
"JERRY MORAN",2020-07-15,2020-07-15,"STAFF TRANSPORTATION",70,1,"Kansas","KS","R"
"JERRY MORAN",2020-07-15,2020-07-17,"PER DIEM",13.23,1,"Kansas","KS","R"
"JERRY MORAN",2020-07-15,2020-07-17,"STAFF TRANSPORTATION",168.43,1,"Kansas","KS","R"
"JERRY MORAN",2020-07-16,2020-07-20,"PER DIEM",176.98,1,"Kansas","KS","R"
"JERRY MORAN",2020-07-16,2020-07-20,"SENATOR'S TRANSPORTATION + WASHINGTON DC TO KANSAS CITY MO, SHAWNEE, LENEXA, MANHATTAN, ERIE, MANHATTAN, + KANSAS CITY MO, MANHATTAN, WAKEFIELD, MANHATTAN, KANSAS CITY MO AND RETURN",515,1,"Kansas","KS","R"
"JERRY MORAN",2020-07-16,2020-07-17,"PER DIEM",95.45,1,"Kansas","KS","R"
"JERRY MORAN",2020-07-16,2020-07-17,"STAFF TRANSPORTATION",219.5,1,"Kansas","KS","R"
"JERRY MORAN",2020-07-14,2020-07-15,"PER DIEM",120.29,1,"Kansas","KS","R"
"JERRY MORAN",2020-07-14,2020-07-15,"STAFF TRANSPORTATION",152.65,1,"Kansas","KS","R"
"JERRY MORAN",2020-07-21,2020-07-22,"PER DIEM",91.07,1,"Kansas","KS","R"
"JERRY MORAN",2020-07-21,2020-07-22,"STAFF TRANSPORTATION",145.38,1,"Kansas","KS","R"
"JERRY MORAN",2020-07-12,2020-07-15,"PER DIEM",71.52,1,"Kansas","KS","R"
"JERRY MORAN",2020-07-12,2020-07-15,"STAFF TRANSPORTATION",293.59,1,"Kansas","KS","R"
"JERRY MORAN",2020-07-10,2020-07-24,"STAFF TRANSPORTATION",102.05,1,"Kansas","KS","R"
"JERRY MORAN",2020-07-23,2020-07-25,"PER DIEM",133.26,1,"Kansas","KS","R"
"JERRY MORAN",2020-07-23,2020-07-25,"SENATOR'S TRANSPORTATION + WASHINGTON DC TO KANSAS CITY MO, SHAWNEE, MANHATTAN, WILSON, KANSAS CITY MO AND + RETURN",255.5,1,"Kansas","KS","R"
"JERRY MORAN",2020-07-26,2020-07-27,"PER DIEM",131.76,1,"Kansas","KS","R"
"JERRY MORAN",2020-07-26,2020-07-27,"SENATOR'S TRANSPORTATION + WASHINGTON DC TO KANSAS CITY MO, SHAWNEE, OLATHE, KANSAS CITY MO AND RETURN",38,1,"Kansas","KS","R"
"JERRY MORAN",2020-07-23,2020-07-24,"PER DIEM",12.37,1,"Kansas","KS","R"
"JERRY MORAN",2020-07-23,2020-07-24,"STAFF TRANSPORTATION",71.53,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-22,2020-07-20,"SENATOR'S TRANSPORTATION + AIRFARE FOR SEN MORAN AS FOLLOWS: 6/22 CHICAGO IL TO WASHINGTON DC; 6/25, 7/9, 16 + WASHINGTON DC TO KANSAS CITY MO; 7/7, 13, 20 KANSAS CITY MO TO WASHINGTON DC",1749.6,1,"Kansas","KS","R"
"JERRY MORAN",2020-07-24,2020-07-27,"STAFF TRANSPORTATION",164,1,"Kansas","KS","R"
"JERRY MORAN",2020-07-07,2020-07-28,"STAFF TRANSPORTATION",46.5,1,"Kansas","KS","R"
"JERRY MORAN",2020-07-01,2020-07-23,"STAFF TRANSPORTATION",102.5,1,"Kansas","KS","R"
"JERRY MORAN",2020-07-06,2020-07-31,"STAFF TRANSPORTATION",553.3,1,"Kansas","KS","R"
"JERRY MORAN",2020-07-30,2020-08-03,"PER DIEM",168.46,1,"Kansas","KS","R"
"JERRY MORAN",2020-07-30,2020-08-03,"SENATOR'S TRANSPORTATION + WASHINGTON DC TO KANSAS CITY MO, MANHATTAN, EMPORIA, MANHATTAN, FORT RILEY, + MANHATTAN, WICHITA, SHAWNEE, MISSION, KANSAS CITY MO AND RETURN",352.5,1,"Kansas","KS","R"
"JERRY MORAN",2020-07-15,2020-07-15,"STAFF TRANSPORTATION",34,1,"Kansas","KS","R"
"JERRY MORAN",2020-07-22,2020-07-22,"PER DIEM",11.51,1,"Kansas","KS","R"
"JERRY MORAN",2020-07-22,2020-07-22,"STAFF TRANSPORTATION",120,1,"Kansas","KS","R"
"JERRY MORAN",2020-07-23,2020-07-23,"PER DIEM",13.95,1,"Kansas","KS","R"
"JERRY MORAN",2020-07-23,2020-07-23,"STAFF TRANSPORTATION",81.37,1,"Kansas","KS","R"
"JERRY MORAN",2020-07-30,2020-07-31,"PER DIEM",7.12,1,"Kansas","KS","R"
"JERRY MORAN",2020-07-30,2020-07-31,"STAFF TRANSPORTATION",125,1,"Kansas","KS","R"
"JERRY MORAN",2020-07-01,2020-08-31,"STAFF TRANSPORTATION",119.5,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-05,2020-08-05,"STAFF TRANSPORTATION",109,1,"Kansas","KS","R"
"JERRY MORAN",2020-04-01,2020-04-30,"STAFF TRANSPORTATION",206,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-01,2020-05-29,"STAFF TRANSPORTATION",201.5,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-01,2020-06-30,"STAFF TRANSPORTATION",253.5,1,"Kansas","KS","R"
"JERRY MORAN",2020-07-01,2020-07-31,"STAFF TRANSPORTATION",178.5,1,"Kansas","KS","R"
"JERRY MORAN",2020-04-01,2020-04-27,"STAFF TRANSPORTATION",1040.5,1,"Kansas","KS","R"
"JERRY MORAN",2020-05-08,2020-05-28,"STAFF TRANSPORTATION",493.5,1,"Kansas","KS","R"
"JERRY MORAN",2020-06-01,2020-06-30,"STAFF TRANSPORTATION",747.5,1,"Kansas","KS","R"
"JERRY MORAN",2020-07-10,2020-07-25,"STAFF TRANSPORTATION",656,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-05,2020-08-05,"PER DIEM",16.95,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-05,2020-08-05,"STAFF TRANSPORTATION",62.22,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-06,2020-08-06,"STAFF TRANSPORTATION",44,1,"Kansas","KS","R"
"JERRY MORAN",2020-04-28,2020-05-07,"INCIDENTALS",324.49,1,"Kansas","KS","R"
"JERRY MORAN",2020-04-28,2020-05-07,"PER DIEM",2766.53,1,"Kansas","KS","R"
"JERRY MORAN",2020-04-28,2020-05-07,"STAFF TRANSPORTATION",395.37,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-03,2020-08-04,"PER DIEM",15.44,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-03,2020-08-04,"STAFF TRANSPORTATION",121,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-11,2020-08-11,"STAFF TRANSPORTATION",91,1,"Kansas","KS","R"
"JERRY MORAN",2020-07-06,2020-08-13,"STAFF TRANSPORTATION",51,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-13,2020-08-13,"PER DIEM",15.11,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-13,2020-08-13,"STAFF TRANSPORTATION",64.01,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-11,2020-08-11,"PER DIEM",5.66,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-11,2020-08-11,"STAFF TRANSPORTATION",66.4,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-10,2020-08-11,"STAFF TRANSPORTATION",97,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-14,2020-08-14,"PER DIEM",20,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-14,2020-08-14,"STAFF TRANSPORTATION",159,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-11,2020-08-17,"STAFF TRANSPORTATION",416.85,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-17,2020-08-18,"PER DIEM",3.7,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-17,2020-08-18,"STAFF TRANSPORTATION",72,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-06,2020-08-06,"PER DIEM",3.6,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-06,2020-08-06,"STAFF TRANSPORTATION",59.96,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-10,2020-08-10,"PER DIEM",14.98,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-10,2020-08-10,"STAFF TRANSPORTATION",143,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-14,2020-08-14,"STAFF TRANSPORTATION",67.77,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-17,2020-08-17,"STAFF TRANSPORTATION",73.72,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-18,2020-08-20,"PER DIEM",14.5,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-18,2020-08-20,"STAFF TRANSPORTATION",473.59,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-19,2020-08-21,"PER DIEM",10.33,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-19,2020-08-21,"STAFF TRANSPORTATION",124.65,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-17,2020-08-21,"PER DIEM",495.83,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-17,2020-08-21,"STAFF TRANSPORTATION",735.25,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-24,2020-08-24,"PER DIEM",10.44,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-24,2020-08-24,"STAFF TRANSPORTATION",77.77,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-20,2020-08-22,"PER DIEM",155.12,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-20,2020-08-22,"STAFF TRANSPORTATION",237.39,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-17,2020-08-23,"STAFF TRANSPORTATION",516.28,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-21,2020-08-21,"STAFF TRANSPORTATION",110.65,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-17,2020-08-21,"STAFF TRANSPORTATION",42.5,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-20,2020-08-20,"STAFF TRANSPORTATION",82,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-27,2020-08-27,"PER DIEM",5.14,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-27,2020-08-27,"STAFF TRANSPORTATION",89.75,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-07,2020-08-15,"STAFF TRANSPORTATION",867.32,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-21,2020-08-29,"INCIDENTALS",14.78,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-21,2020-08-29,"PER DIEM",82.27,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-21,2020-08-29,"STAFF TRANSPORTATION",761.76,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-20,2020-08-20,"PER DIEM",3.89,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-20,2020-08-20,"STAFF TRANSPORTATION",89.4,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-28,2020-08-28,"PER DIEM",5.97,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-28,2020-08-28,"STAFF TRANSPORTATION",63,1,"Kansas","KS","R"
"JERRY MORAN",2020-09-02,2020-09-02,"PER DIEM",15,1,"Kansas","KS","R"
"JERRY MORAN",2020-09-02,2020-09-02,"STAFF TRANSPORTATION",130,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-01,2020-08-31,"STAFF TRANSPORTATION",95,1,"Kansas","KS","R"
"JERRY MORAN",2020-07-23,2020-08-12,"SENATOR'S TRANSPORTATION + AIRFARE FOR SEN MORAN AS FOLLOWS: 7/23, 26, 30, 8/5 WASHINGTON DC TO KANSAS CITY MO; + 7/25, 27, 8/3 KANSAS CITY MO TO WASHINGTON DC; 8/12 SALT LAKE CITY UT TO FRESNO CA",2317.7,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-05,2020-09-08,"PER DIEM",1329.87,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-05,2020-09-08,"SENATOR'S TRANSPORTATION + WASHINGTON DC TO MANHATTAN, SALINA, MINNEAPOLIS MN, MANHATTAN, HAYS, RUSSELL, + MANHATTAN, ALMA, MANHATTAN, WAMEGO, MARYSVILLE, KANSAS CITY MO, SALT LAKE CITY UT, + PARK CITY UT, SALT LAKE CITY UT, KANSAS CITY MO, MANHATTAN, LYNDON, GARNETT, + MANHATTAN, OLATHE, KANSAS CITY MO, OVERLAND PARK, WICHITA, NEWTON, HUTCHINSON, + GREAT BEND, HAYS, OAKLEY, COLORADO SPRINGS CO, MANHATTAN, SENECA, SABETHA, + CENTRALIA, MANHATTAN, FREDONIA, MANHATTAN, BONNER SPRINGS, MANHATTAN, CLAY + CENTER, GREENLEAF, WASHINGTON, LINN, MANHATTAN, WICHITA, INDEPENDENCE, OSWEGO, + BAXTER SPRINGS, PITTSBURG, LITTLE ROCK AR, JEFFERSON AR, MANHATTAN, LOUISBURG, + LENEXA, SHAWNEE, LENEXA, KANSAS CITY, KANSAS CITY MO AND RETURN",2301.48,1,"Kansas","KS","R"
"JERRY MORAN",2020-04-22,2020-09-04,"STAFF TRANSPORTATION",204,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-31,2020-08-31,"STAFF TRANSPORTATION",108,1,"Kansas","KS","R"
"JERRY MORAN",2020-09-01,2020-09-02,"PER DIEM",146.27,1,"Kansas","KS","R"
"JERRY MORAN",2020-09-01,2020-09-02,"STAFF TRANSPORTATION",192.75,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-31,2020-09-02,"PER DIEM",309.45,1,"Kansas","KS","R"
"JERRY MORAN",2020-08-31,2020-09-02,"STAFF TRANSPORTATION",1000.52,1,"Kansas","KS","R"
"JERRY MORAN",2020-09-02,2020-09-03,"PER DIEM",16.86,1,"Kansas","KS","R"
